,ConvertedAge,BreedRank,AnimalType_Cat,AnimalType_Dog,Female_Female,Female_Male,Female_Unknown,Intact_Intact,Intact_Spayed/Neutered,Intact_Unknown,MixedBreed_Known Breed Combo,MixedBreed_Mixed Breed,MixedBreed_Nonmixed,Named_Named,Named_Unnamed
23426,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
7422,-0.709167371044,-1.53899595949,0,1,1,0,0,1,0,0,0,0,1,1,0
21524,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
21878,-0.725256621215,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
475,-0.448521518275,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,0,1
15313,0.265841189312,-1.34097364636,0,1,0,1,0,1,0,0,0,0,1,1,0
6322,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
14257,2.60843601419,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
1505,-0.680206720736,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
18256,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
17979,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
939,-0.403471617797,-0.499378815577,0,1,0,1,0,1,0,0,0,1,0,0,1
18336,-0.564364119506,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,0,1
13158,-0.0688152142423,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
9704,0.265841189312,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,0,1
11598,0.265841189312,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
25615,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
14939,0.935153996421,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
20378,0.935153996421,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
4865,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
20252,-0.738128021351,0.738260641456,0,1,0,0,1,0,0,1,0,0,1,0,1
12163,-0.731692321283,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
21843,-0.0688152142423,0.589743906612,0,1,1,0,0,0,1,0,0,1,0,0,1
17963,0.935153996421,0.738260641456,0,1,0,1,0,0,1,0,0,0,1,1,0
10849,-0.651246070428,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
1310,0.265841189312,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
13340,2.60843601419,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
22596,-0.0688152142423,-0.152839767608,0,1,1,0,0,1,0,0,0,1,0,0,1
14340,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
20992,0.265841189312,-1.63800711605,0,1,1,0,0,0,1,0,0,1,0,1,0
7416,-0.0688152142423,-1.63800711605,0,1,0,1,0,1,0,0,0,1,0,1,0
19362,-0.448521518275,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
24452,-0.0688152142423,-1.63800711605,0,1,1,0,0,0,1,0,0,1,0,1,0
23186,2.94309241775,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
13774,0.600497592867,0.738260641456,0,1,1,0,0,0,1,0,1,0,0,1,0
2157,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
11633,-0.477482168583,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
14822,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
11211,0.265841189312,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,0,1
16139,-0.419560867968,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
1158,-0.680206720736,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
12042,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
7214,-0.651246070428,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
5114,-0.0688152142423,-1.4894903812,0,1,0,1,0,0,1,0,1,0,0,1,0
22584,3.61240522486,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
21351,3.61240522486,0.0946881237989,0,1,0,1,0,0,1,0,1,0,0,1,0
1173,-0.403471617797,-1.19245691152,0,1,0,1,0,0,1,0,1,0,0,1,0
18104,1.93912320708,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
10236,-0.403471617797,-1.43998480292,0,1,1,0,0,0,1,0,0,0,1,1,0
10301,-0.718820921146,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
26607,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
3911,-0.0688152142423,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
11683,1.60446680353,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
8052,-0.403471617797,-1.31622085722,0,1,0,1,0,0,1,0,1,0,0,0,1
17807,0.265841189312,-1.39047922464,0,1,1,0,0,0,1,0,0,1,0,0,1
9565,-0.709167371044,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
7291,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
6767,4.61637443552,-0.202345345889,0,1,1,0,0,0,1,0,0,0,1,1,0
2953,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
3355,-0.403471617797,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
25972,0.600497592867,-1.14295133323,0,1,0,1,0,0,1,0,1,0,0,1,0
8594,0.265841189312,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
12828,0.600497592867,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
12596,-0.593324769813,0.738260641456,0,1,1,0,0,0,1,0,1,0,0,1,0
7383,-0.0688152142423,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
23370,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
3534,-0.535403469198,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
13052,-0.477482168583,-1.4894903812,0,1,1,0,0,0,1,0,1,0,0,1,0
6037,-0.0688152142423,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
5164,1.26981039998,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
24966,0.265841189312,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
25495,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
19527,1.60446680353,-1.53899595949,0,1,0,1,0,0,1,0,0,1,0,1,0
25357,-0.725256621215,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
11905,-0.709167371044,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
19028,-0.680206720736,-0.746906706984,0,1,0,1,0,1,0,0,0,0,1,1,0
19981,-0.403471617797,-1.19245691152,0,1,0,1,0,1,0,0,0,1,0,0,1
20986,-0.403471617797,-1.63800711605,0,1,1,0,0,0,1,0,0,1,0,1,0
10484,-0.731692321283,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
21787,-0.419560867968,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
9116,-0.403471617797,-1.43998480292,0,1,1,0,0,0,1,0,0,1,0,0,1
20258,-0.651246070428,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
20457,-0.0688152142423,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
12925,-0.712385221078,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
11159,-0.419560867968,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
3116,-0.403471617797,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
6539,-0.564364119506,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
15061,-0.0688152142423,-1.43998480292,0,1,0,1,0,0,1,0,0,1,0,0,1
2414,-0.403471617797,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,1,0
26126,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
4921,-0.564364119506,-1.11819854409,0,1,0,1,0,0,1,0,1,0,0,1,0
5957,2.27377961064,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
4796,-0.0688152142423,-1.39047922464,0,1,0,1,0,0,1,0,0,1,0,1,0
20711,0.935153996421,0.738260641456,0,1,0,1,0,0,1,0,1,0,0,1,0
18866,-0.564364119506,-0.746906706984,0,1,1,0,0,0,1,0,0,1,0,1,0
25014,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
18405,1.60446680353,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
22951,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
14751,-0.651246070428,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
16391,0.600497592867,-1.68751269433,0,1,0,1,0,0,1,0,0,1,0,0,1
12396,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
9126,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
13187,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
4542,-0.651246070428,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
14423,-0.403471617797,-1.4894903812,0,1,1,0,0,0,1,0,0,1,0,1,0
10537,-0.403471617797,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
9503,2.94309241775,-1.63800711605,0,1,0,1,0,1,0,0,0,1,0,0,1
20892,-0.50644281889,0.639249484894,0,1,0,1,0,1,0,0,0,1,0,1,0
12481,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
14456,0.600497592867,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
18210,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
25907,-0.718820921146,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
3122,0.265841189312,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
5792,1.93912320708,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,0,1
26494,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
3984,2.60843601419,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
22545,1.60446680353,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
19739,-0.403471617797,-1.43998480292,0,1,1,0,0,0,1,0,0,1,0,1,0
17189,0.600497592867,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,1,0
4317,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
2104,0.935153996421,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
17130,3.2777488213,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
13627,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
6760,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
21944,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
522,2.27377961064,0.49073275005,0,1,0,0,1,0,0,1,1,0,0,0,1
2221,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
4535,3.2777488213,-1.73701827261,0,1,0,1,0,1,0,0,0,1,0,1,0
19459,-0.738128021351,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
8679,-0.680206720736,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,1,0
15110,-0.709167371044,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
23405,-0.403471617797,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
8149,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
22073,-0.738128021351,-1.73701827261,0,1,0,0,1,0,0,1,0,1,0,0,1
5545,1.60446680353,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,1,0
4267,-0.403471617797,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
197,-0.403471617797,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
16149,1.93912320708,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
9390,-0.403471617797,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
20183,-0.622285420121,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
22687,0.265841189312,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
12169,-0.0688152142423,-1.53899595949,0,1,1,0,0,0,1,0,1,0,0,1,0
22195,-0.622285420121,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
10523,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
12509,-0.50644281889,-0.99443459839,0,1,1,0,0,0,1,0,1,0,0,0,1
16940,-0.680206720736,-1.43998480292,0,1,1,0,0,0,1,0,0,1,0,0,1
21948,-0.50644281889,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
20014,-0.403471617797,0.589743906612,0,1,1,0,0,0,1,0,1,0,0,1,0
1356,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
12244,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
7007,1.26981039998,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
13842,-0.403471617797,-1.63800711605,0,1,0,1,0,0,1,0,1,0,0,1,0
17116,0.265841189312,-1.63800711605,0,1,0,1,0,1,0,0,0,1,0,0,1
20504,-0.0688152142423,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,1,0
8251,2.60843601419,-1.4894903812,0,1,1,0,0,1,0,0,0,1,0,1,0
1611,-0.0688152142423,-0.647895550421,0,1,0,1,0,0,1,0,1,0,0,1,0
1564,-0.403471617797,-1.43998480292,0,1,0,1,0,0,1,0,0,1,0,0,1
9925,-0.725256621215,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
21225,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,0,1,1,0
2480,-0.651246070428,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
22274,-0.564364119506,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
11686,1.93912320708,-0.350862080733,0,1,0,1,0,1,0,0,0,1,0,1,0
7085,0.265841189312,0.738260641456,0,1,1,0,0,0,1,0,0,0,1,1,0
12327,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
9973,-0.731692321283,-1.73701827261,0,1,1,0,0,1,0,0,0,1,0,0,1
1134,-0.564364119506,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
16495,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
3879,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
2023,-0.403471617797,-1.43998480292,0,1,1,0,0,0,1,0,1,0,0,1,0
13534,2.60843601419,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
528,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
10281,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
11452,0.600497592867,0.738260641456,0,1,1,0,0,1,0,0,0,0,1,1,0
16127,-0.651246070428,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
10188,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
16111,-0.0688152142423,-0.944929020109,0,1,0,1,0,1,0,0,1,0,0,1,0
17220,-0.622285420121,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
16234,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
17770,-0.738128021351,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
3403,3.2777488213,-1.68751269433,0,1,1,0,0,1,0,0,0,0,1,1,0
23802,0.600497592867,-1.43998480292,0,1,1,0,0,0,1,0,0,0,1,1,0
17993,-0.0688152142423,-1.39047922464,0,1,0,1,0,0,1,0,0,1,0,1,0
568,3.2777488213,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
12773,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
14217,-0.593324769813,0.738260641456,0,1,0,1,0,1,0,0,0,0,1,1,0
16077,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,1,0,0,1,0
263,-0.0688152142423,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
14017,-0.680206720736,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
15901,1.26981039998,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
23212,-0.403471617797,-1.19245691152,0,1,0,1,0,1,0,0,0,1,0,1,0
10005,0.600497592867,-1.09344575495,0,1,1,0,0,0,1,0,0,1,0,0,1
22143,-0.0688152142423,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,1,0
5735,1.93912320708,-1.56374874863,0,1,0,1,0,0,1,0,1,0,0,1,0
22952,0.265841189312,-1.63800711605,0,1,1,0,0,1,0,0,0,1,0,1,0
23887,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
12611,-0.448521518275,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
22711,0.265841189312,-1.73701827261,0,1,1,0,0,0,1,0,1,0,0,1,0
25925,-0.403471617797,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
7345,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
12158,1.26981039998,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
15457,-0.593324769813,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
4806,-0.680206720736,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
3430,-0.0688152142423,0.738260641456,1,0,0,0,1,0,0,1,0,0,1,0,1
18092,-0.419560867968,0.0946881237989,0,1,1,0,0,0,1,0,0,1,0,1,0
4566,-0.680206720736,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,0,1
20347,-0.651246070428,0.738260641456,0,1,0,1,0,0,1,0,1,0,0,1,0
26303,-0.403471617797,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
24729,-0.403471617797,-0.59838997214,0,1,1,0,0,0,1,0,0,1,0,0,1
15446,3.94706162841,0.0946881237989,0,1,0,1,0,0,1,0,0,1,0,1,0
3195,-0.738128021351,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
23009,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
26627,-0.651246070428,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,0,1
755,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
14938,-0.709167371044,-1.19245691152,0,1,0,1,0,1,0,0,0,1,0,1,0
24915,-0.593324769813,-1.16770412238,0,1,0,1,0,1,0,0,1,0,0,1,0
5024,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
21855,0.935153996421,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
24106,-0.564364119506,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
12541,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
5519,-0.651246070428,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
3077,1.60446680353,0.738260641456,0,1,0,1,0,0,1,0,1,0,0,1,0
8134,0.265841189312,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
16777,1.93912320708,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
4098,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
11917,-0.403471617797,-0.548884393858,0,1,0,1,0,0,1,0,0,1,0,1,0
21705,-0.403471617797,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
11599,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
15826,0.265841189312,-1.4894903812,0,1,0,1,0,1,0,0,0,1,0,1,0
21296,-0.564364119506,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
19013,3.2777488213,-1.34097364636,0,1,0,1,0,0,1,0,0,1,0,0,1
715,2.27377961064,-1.34097364636,0,1,0,1,0,0,1,0,0,1,0,1,0
22442,2.60843601419,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
22323,-0.403471617797,-1.19245691152,0,1,0,1,0,1,0,0,0,1,0,1,0
1200,0.600497592867,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
20223,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
8668,-0.622285420121,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
19659,-0.622285420121,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
4947,-0.564364119506,-1.58850153777,0,1,1,0,0,0,1,0,0,1,0,0,1
25108,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
2180,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
13439,-0.718820921146,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
15005,-0.651246070428,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
8576,1.26981039998,-1.29146806808,0,1,1,0,0,1,0,0,0,0,1,1,0
25673,-0.403471617797,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
23080,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
8387,-0.0688152142423,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
3051,0.935153996421,-1.63800711605,0,1,0,1,0,0,1,0,0,0,1,1,0
24301,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
19909,-0.403471617797,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
8500,0.935153996421,0.738260641456,0,1,1,0,0,0,1,0,0,0,1,1,0
10178,-0.680206720736,-1.63800711605,0,1,1,0,0,0,1,0,0,1,0,0,1
8543,1.26981039998,-1.63800711605,0,1,0,1,0,1,0,0,1,0,0,1,0
14539,0.600497592867,0.738260641456,0,1,1,0,0,0,1,0,1,0,0,1,0
1581,-0.0688152142423,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
26644,-0.651246070428,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
20576,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
14516,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
6846,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
24184,-0.725256621215,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
15976,-0.709167371044,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
25083,-0.680206720736,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
7134,0.265841189312,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
22917,1.26981039998,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,0,1
16026,3.2777488213,-1.19245691152,0,1,1,0,0,0,1,0,0,0,1,1,0
12071,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
4880,-0.651246070428,-1.43998480292,0,1,0,1,0,0,1,0,1,0,0,1,0
9817,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
1386,-0.622285420121,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
9184,-0.403471617797,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
6301,-0.738128021351,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
25456,3.94706162841,-1.43998480292,0,1,0,1,0,0,1,0,0,1,0,1,0
10418,-0.622285420121,-1.63800711605,0,1,1,0,0,1,0,0,0,1,0,0,1
11497,-0.403471617797,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,0,1
4388,-0.593324769813,-1.31622085722,0,1,0,1,0,0,1,0,1,0,0,1,0
3167,2.27377961064,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
25588,-0.680206720736,0.738260641456,0,1,1,0,0,0,1,0,1,0,0,0,1
8923,0.265841189312,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,0,1
9392,-0.564364119506,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
6523,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
24244,-0.564364119506,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
8094,-0.403471617797,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
3769,-0.403471617797,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
21054,-0.403471617797,-1.63800711605,0,1,0,1,0,0,1,0,1,0,0,1,0
8624,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
19084,-0.50644281889,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
21130,-0.731692321283,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
9663,2.60843601419,-1.34097364636,0,1,1,0,0,0,1,0,0,1,0,0,1
22248,0.265841189312,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
9276,0.265841189312,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
9059,-0.680206720736,0.0946881237989,0,1,0,1,0,0,1,0,0,1,0,1,0
7746,-0.0688152142423,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,1,0
17648,-0.680206720736,-1.19245691152,0,1,0,1,0,1,0,0,0,1,0,1,0
24202,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,1,0,0,1,0
13958,-0.680206720736,0.0946881237989,0,1,0,1,0,0,1,0,0,1,0,1,0
16989,0.935153996421,-1.04394017667,0,1,0,1,0,0,1,0,0,0,1,1,0
11570,0.265841189312,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
25352,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
25653,-0.50644281889,-1.39047922464,0,1,1,0,0,0,1,0,1,0,0,1,0
15356,0.935153996421,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
11361,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
20970,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
19891,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
3358,-0.593324769813,-1.4894903812,0,1,1,0,0,0,1,0,0,1,0,1,0
24427,-0.0688152142423,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,1,0
2049,-0.709167371044,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
985,3.2777488213,-1.2419624898,0,1,1,0,0,0,1,0,1,0,0,1,0
12583,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
17044,-0.712385221078,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
5145,-0.0688152142423,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,1,0
13364,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
3940,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,0,1,1,0
7856,1.26981039998,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
9449,-0.403471617797,-1.31622085722,0,1,1,0,0,0,1,0,1,0,0,1,0
